,sentence #,word,tag,word_idx,tag_idx
15424,751,seperti,O,7632,0
15425,751,monyet,O,2982,0
15426,751,",",O,7275,0
15427,751,gorila,O,1594,0
15428,751,dan,O,652,0
15429,751,simpanse,O,6110,0
15430,751,ke,O,5973,0
15431,751,manusia,O,7627,0
15432,751,dan,O,652,0
15433,751,selanjutnya,O,4482,0
15434,751,terjadi,O,888,0
15435,751,penularan,O,6723,0
15436,751,dari,O,2006,0
15437,751,manusia,O,7627,0
15438,751,ke,O,5973,0
15439,751,manusia,O,7627,0
15440,751,.,O,6215,0
15441,752,Sudan,O,5523,0
15442,752,dan,O,652,0
15443,752,kelompok-kelompok,O,8442,0
15444,752,pemberontak,O,5630,0
15445,752,menyetujui,O,5078,0
15446,752,gencatan,O,7950,0
15447,752,senjata,O,6343,0
15448,752,60,O,4096,0
15449,752,hari,O,6828,0
15450,752,di,O,4961,0
15451,752,Darfur,B-LOC,7938,6
15452,752,berdasarkan,O,5694,0
15453,752,atas,O,3830,0
15454,752,sebuah,O,977,0
15455,752,perjanjian,O,3629,0
15456,752,perdamaian,O,5640,0
15457,752,yang,O,5214,0
15458,752,dicapai,O,708,0
15459,752,di,O,4961,0
15460,752,Nigeria,B-LOC,3810,6
15461,752,pada,O,2365,0
15462,752,Mei,O,2002,0
15463,752,lalu,O,1157,0
15464,752,",",O,7275,0
15465,752,kata,O,5420,0
15466,752,seorang,O,6027,0
15467,752,politikus,O,8356,0
15468,752,senior,O,3021,0
15469,752,AS,O,8296,0
15470,752,",",O,7275,0
15471,752,Rabu,O,2194,0
15472,752,.,O,6215,0
15473,753,Israel,O,1128,0
15474,753,mengklaim,O,7378,0
15475,753,serangan,O,4282,0
15476,753,udaranya,O,1396,0
15477,753,berhasil,O,7900,0
15478,753,menewaskan,O,2245,0
15479,753,seorang,O,6027,0
15480,753,pejabat,O,4215,0
15481,753,tinggi,O,2359,0
15482,753,keuangan,O,4055,0
15483,753,Hamas,B-ORG,8455,2
15484,753,.,O,6215,0
15485,754,Dia,O,7122,0
15486,754,mengajari,O,2420,0
15487,754,anak-anak,O,6073,0
15488,754,suku,O,474,0
15489,754,anak,O,6843,0
15490,754,dalam,O,2176,0
15491,754,membaca,O,8038,0
15492,754,dan,O,652,0
15493,754,menulis,O,4702,0
15494,754,.,O,6215,0
15495,755,Mereka,O,6471,0
15496,755,berutang,O,4664,0
15497,755,nyawa,O,498,0
15498,755,bukan,O,3022,0
15499,755,kepada,O,6901,0
15500,755,induknya,O,8326,0
15501,755,",",O,7275,0
15502,755,melainkan,O,4252,0
15503,755,kepada,O,6901,0
15504,755,Allah,O,6736,0
15505,755,yang,O,5214,0
15506,755,telah,O,5612,0
15507,755,menciptakan,O,7405,0
15508,755,mereka,O,4062,0
15509,755,beserta,O,295,0
15510,755,induknya,O,8326,0
15511,755,.,O,6215,0
15512,756,Presiden,O,6498,0
15513,756,menyatakan,O,3594,0
15514,756,telah,O,5612,0
15515,756,melakukan,O,27,0
15516,756,evaluasi,O,4799,0
15517,756,mendalam,O,5183,0
15518,756,terhadap,O,6889,0
15519,756,kesepakatan,O,8498,0
15520,756,yang,O,5214,0
15521,756,berisi,O,7698,0
15522,756,11,O,7347,0
15523,756,butir,O,6136,0
15524,756,itu,O,5216,0
15525,756,.,O,6215,0
15526,757,Penemuan,O,4843,0
15527,757,itu,O,5216,0
15528,757,mendukung,O,5756,0
15529,757,keperluan,O,4732,0
15530,757,untuk,O,1163,0
15531,757,mengendalikan,O,3483,0
15532,757,terapi,O,5100,0
15533,757,oksigen,O,447,0
15534,757,",",O,7275,0
15535,757,terutama,O,6323,0
15536,757,pengulangan,O,3587,0
15537,757,pemberian,O,4937,0
15538,757,oksigen,O,447,0
15539,757,pada,O,2365,0
15540,757,periode,O,4373,0
15541,757,perawatan,O,7968,0
15542,757,kelahiran,O,2758,0
15543,757,anak,O,6843,0
15544,757,prematur,O,6934,0
15545,757,",",O,7275,0
15546,757,menurut,O,3989,0
15547,757,kesimpulan,O,4014,0
15548,757,mereka,O,4062,0
15549,757,.,O,6215,0
15550,758,KH,B-PER,2140,4
15551,758,Abdurrahman,I-PER,6854,3
15552,758,Wahid,I-PER,5968,3
15553,758,(Gus,B-PER,3959,4
15554,758,Dur),I-PER,3589,3
15555,758,menyatakan,O,3594,0
15556,758,tidak,O,7285,0
15557,758,akan,O,607,0
15558,758,menggunakan,O,7144,0
15559,758,hak,O,4860,0
15560,758,pilihnya,O,1569,0
15561,758,pada,O,2365,0
15562,758,Pemilu,O,7749,0
15563,758,Presiden,O,6498,0
15564,758,dan,O,652,0
15565,758,Wakil,O,1316,0
15566,758,Presiden,O,6498,0
15567,758,(Pilpres),O,3951,0
15568,758,2009,O,3633,0
15569,758,.,O,6215,0
15570,759,Sedikitnya,O,5542,0
15571,759,1.427,O,8458,0
15572,759,orang,O,4687,0
15573,759,meninggal,O,5000,0
15574,759,akibat,O,5790,0
15575,759,virus,O,1844,0
15576,759,.,O,6215,0
15577,760,Dengan,O,3555,0
15578,760,tegas,O,7407,0
15579,760,saya,O,3053,0
15580,760,katakan,O,3942,0
15581,760,tidak,O,7285,0
15582,760,ada,O,7538,0
15583,760,niat,O,3795,0
15584,760,dan,O,652,0
15585,760,ambisi,O,6813,0
15586,760,seperti,O,7632,0
15587,760,itu,O,5216,0
15588,760,.,O,6215,0
15589,761,Pengacara,O,340,0
15590,761,mantan,O,6791,0
15591,761,Ketua,O,6353,0
15592,761,Umum,O,5425,0
15593,761,Partai,B-ORG,7746,2
15594,761,Demokrat,I-ORG,2123,5
15595,761,Anas,B-PER,1802,4
15596,761,Urbaningrum,I-PER,5252,3
15597,761,",",O,7275,0
15598,761,Adnan,B-PER,4392,4
15599,761,Buyung,I-PER,160,3
15600,761,Nasution,I-PER,6564,3
15601,761,",",O,7275,0
15602,761,menyatakan,O,3594,0
15603,761,keberatan,O,4502,0
15604,761,dengan,O,3381,0
15605,761,tiga,O,6537,0
15606,761,saksi,O,4202,0
15607,761,di,O,4961,0
15608,761,persidangan,O,4948,0
15609,761,yang,O,5214,0
15610,761,mengenakan,O,1347,0
15611,761,cadar,O,2969,0
15612,761,.,O,6215,0
15613,762,Perjuangan,O,733,0
15614,762,itu,O,5216,0
15615,762,bukan,O,3022,0
15616,762,soal,O,7696,0
15617,762,uang,O,1080,0
15618,762,",",O,7275,0
15619,762,NasDem,B-ORG,3591,2
15620,762,Jatim,O,8149,0
15621,762,bukan,O,3022,0
15622,762,kapitalis,O,1863,0
15623,762,",",O,7275,0
15624,762,katanya,O,5685,0
15625,762,.,O,6215,0
15626,763,Bus,O,4778,0
15627,763,dan,O,652,0
15628,763,truk,O,5988,0
15629,763,rakyat,O,6102,0
15630,763,jangan,O,1612,0
15631,763,kena,O,6419,0
15632,763,.,O,6215,0
15633,764,Anggota,O,1472,0
15634,764,Fraksi,O,5652,0
15635,764,PDI,B-ORG,1056,2
15636,764,Perjuangan,I-ORG,733,5
15637,764,TB,B-PER,3480,4
15638,764,Hasanuddin,I-PER,2050,3
15639,764,mengingatkan,O,3270,0
15640,764,",",O,7275,0
15641,764,agar,O,1429,0
15642,764,seluruh,O,1372,0
15643,764,kader,O,1538,0
15644,764,PDI-P,B-ORG,3557,2
15645,764,mendukung,O,5756,0
15646,764,keputusan,O,575,0
15647,764,Presiden,O,6498,0
15648,764,Joko,B-PER,7033,4
15649,764,Widodo,I-PER,1296,3
15650,764,terkait,O,4301,0
15651,764,pergantian,O,5442,0
15652,764,kepala,O,6224,0
15653,764,Polri,B-ORG,6946,2
15654,764,.,O,6215,0
15655,765,Angel,B-PER,822,4
15656,765,Lelga,I-PER,7545,3
15657,765,merupakan,O,2485,0
15658,765,satu,O,3575,0
15659,765,dari,O,2006,0
15660,765,enam,O,4198,0
15661,765,artis,O,5050,0
15662,765,yang,O,5214,0
15663,765,diusung,O,7830,0
15664,765,oleh,O,5947,0
15665,765,PPP,B-ORG,7446,2
15666,765,untuk,O,1163,0
15667,765,dapat,O,7869,0
15668,765,menjadi,O,445,0
15669,765,pendulang,O,2914,0
15670,765,suara,O,6605,0
15671,765,.,O,6215,0
15672,766,Aktivitas,O,3070,0
15673,766,ini,O,452,0
15674,766,memancarkan,O,5091,0
15675,766,radiasi,O,7484,0
15676,766,partikel-partikel,O,3997,0
15677,766,bermuatan,O,2375,0
15678,766,listrik,O,5931,0
15679,766,berkekuatan,O,6209,0
15680,766,besar,O,2282,0
15681,766,yang,O,5214,0
15682,766,bisa,O,3106,0
15683,766,mencapai,O,4284,0
15684,766,Bumi,O,205,0
15685,766,.,O,6215,0
15686,767,Partai,B-ORG,7746,2
15687,767,Demokrasi,I-ORG,4419,5
15688,767,Indonesia,I-ORG,1745,5
15689,767,Perjuangan,I-ORG,733,5
15690,767,(PDIP),I-ORG,6089,5
15691,767,mengapresiasi,O,7606,0
15692,767,prakarsa,O,502,0
15693,767,Presiden,O,6498,0
15694,767,Joko,B-PER,7033,4
15695,767,Widodo,I-PER,1296,3
15696,767,bertemu,O,3760,0
15697,767,Ketua,O,6353,0
15698,767,Umum,O,5425,0
15699,767,Gerindra,B-ORG,4107,2
15700,767,Prabowo,B-PER,912,4
15701,767,Subianto,I-PER,195,3
15702,767,di,O,4961,0
15703,767,Istana,B-LOC,8304,6
15704,767,Bogor,I-LOC,8259,1
15705,767,.,O,6215,0
15706,768,Dolar,O,4970,0
15707,768,menguat,O,7588,0
15708,768,karena,O,3303,0
15709,768,naiknya,O,6423,0
15710,768,pasar,O,4231,0
15711,768,saham,O,4717,0
15712,768,.,O,6215,0
15713,769,Lewat,O,6647,0
15714,769,pekerjaannya,O,3180,0
15715,769,",",O,7275,0
15716,769,Perlman,B-PER,5268,4
15717,769,juga,O,6288,0
15718,769,menemukan,O,1407,0
15719,769,spesies,O,3572,0
15720,769,baru,O,7187,0
15721,769,",",O,7275,0
15722,769,seperti,O,7632,0
15723,769,pohon,O,6627,0
15724,769,Hibiscadelphus,O,2032,0
15725,769,yang,O,5214,0
15726,769,ditemukannya,O,4428,0
15727,769,tumbuh,O,7911,0
15728,769,di,O,4961,0
15729,769,lembah,O,2076,0
15730,769,curam,O,7332,0
15731,769,terpencil,O,1159,0
15732,769,di,O,4961,0
15733,769,pulau,B-LOC,5118,6
15734,769,Maui,I-LOC,7727,1
15735,769,.,O,6215,0
15736,770,Selanjutnya,O,4394,0
15737,770,",",O,7275,0
15738,770,membangun,O,3330,0
15739,770,dan,O,652,0
15740,770,merenovasi,O,4224,0
15741,770,10,O,2329,0
15742,770,pelabuhan,O,11,0
15743,770,dan,O,652,0
15744,770,bandara,O,7766,0
15745,770,",",O,7275,0
15746,770,10,O,2329,0
15747,770,kawasan,O,1185,0
15748,770,industri,O,2560,0
15749,770,baru,O,7187,0
15750,770,disertai,O,7361,0
15751,770,tempat,O,1050,0
15752,770,huni,O,2554,0
15753,770,buruh,O,3042,0
15754,770,",",O,7275,0
15755,770,mendirikan,O,3017,0
15756,770,5.000,O,1748,0
15757,770,pasar,O,4231,0
15758,770,tradisional,O,7788,0
15759,770,dan,O,652,0
15760,770,memodernisasi,O,7327,0
15761,770,pasar,O,4231,0
15762,770,tradisional,O,7788,0
15763,770,yang,O,5214,0
15764,770,telah,O,5612,0
15765,770,ada,O,7538,0
15766,770,.,O,6215,0
15767,771,Tiongkok,O,4496,0
15768,771,menumpas,O,1312,0
15769,771,aksi,O,6315,0
15770,771,kekerasan,O,7710,0
15771,771,di,O,4961,0
15772,771,Xinjiang,B-LOC,2697,6
15773,771,setelah,O,5957,0
15774,771,serangkaian,O,5719,0
15775,771,serangan,O,4282,0
15776,771,mematikan,O,1249,0
15777,771,di,O,4961,0
15778,771,daerah,O,1573,0
15779,771,itu,O,5216,0
15780,771,",",O,7275,0
15781,771,dan,O,652,0
15782,771,telah,O,5612,0
15783,771,mengeksekusi,O,5901,0
15784,771,13,O,8429,0
15785,771,orang,O,4687,0
15786,771,pada,O,2365,0
15787,771,Juni,O,7503,0
15788,771,.,O,6215,0
15789,772,Dewan,O,5406,0
15790,772,akan,O,607,0
15791,772,mulai,O,6404,0
15792,772,membahas,O,135,0
15793,772,perpu,O,1682,0
15794,772,tersebut,O,4143,0
15795,772,seusai,O,6858,0
15796,772,reses,O,8202,0
15797,772,pada,O,2365,0
15798,772,12,O,4174,0
15799,772,Januari,O,1253,0
15800,772,mendatang,O,453,0
15801,772,.,O,6215,0
15802,773,Namun,O,1971,0
15803,773,",",O,7275,0
15804,773,pemberian,O,4937,0
15805,773,sanksi,O,2662,0
15806,773,tersebut,O,4143,0
15807,773,harus,O,5970,0
15808,773,melalui,O,6710,0
15809,773,pembahasan,O,2400,0
15810,773,terlebih,O,3268,0
15811,773,dahulu,O,2775,0
15812,773,dengan,O,3381,0
15813,773,pengawas,O,5392,0
15814,773,dan,O,652,0
15815,773,akan,O,607,0
15816,773,disesuaikan,O,5479,0
15817,773,dengan,O,3381,0
15818,773,jenis,O,6602,0
15819,773,dan,O,652,0
15820,773,dampak,O,8174,0
15821,773,pelanggaran,O,5622,0
15822,773,yang,O,5214,0
15823,773,dilakukan,O,1455,0
15824,773,pelaku,O,7460,0
15825,773,usaha,O,345,0
15826,773,jasa,O,8241,0
15827,773,keuangan,O,4055,0
15828,773,",",O,7275,0
15829,773,kata,O,5420,0
15830,773,Deputi,O,275,0
15831,773,Komisioner,O,5854,0
15832,773,OJK,B-ORG,1689,2
15833,773,Bidang,O,5280,0
15834,773,Edukasi,O,1982,0
15835,773,dan,O,652,0
15836,773,Perlindungan,O,1677,0
15837,773,Konsumen,O,668,0
15838,773,Sri,B-PER,5326,4
15839,773,Rahayu,I-PER,5962,3
15840,773,Widodo,I-PER,1296,3
15841,773,di,O,4961,0
15842,773,Bandung,B-LOC,5974,6
15843,773,",",O,7275,0
15844,773,Sabtu,O,8312,0
15845,773,.,O,6215,0
15846,774,Mantan,O,4585,0
15847,774,bankir,O,32,0
15848,774,Malcolm,B-PER,6179,4
15849,774,Turnbull,I-PER,7296,3
15850,774,juga,O,6288,0
15851,774,bergabung,O,680,0
15852,774,dalam,O,2176,0
15853,774,kabinet,O,1796,0
15854,774,sebagai,O,1754,0
15855,774,Menteri,O,7372,0
15856,774,Lingkungan,O,5575,0
15857,774,Hidup,O,4582,0
15858,774,",",O,7275,0
15859,774,satu,O,3575,0
15860,774,portofolio,O,2065,0
15861,774,yang,O,5214,0
15862,774,berusaha,O,7790,0
15863,774,mengatasi,O,4715,0
15864,774,persoalan,O,4472,0
15865,774,sumber,O,7843,0
15866,774,air,O,2195,0
15867,774,di,O,4961,0
15868,774,benua,O,2114,0
15869,774,terkering,O,5011,0
15870,774,berpenghuni,O,3101,0
15871,774,di,O,4961,0
15872,774,bumi,O,5977,0
15873,774,",",O,7275,0
15874,774,yang,O,5214,0
15875,774,menghadapi,O,5167,0
15876,774,kekeringan,O,3347,0
15877,774,terparah,O,7970,0
15878,774,dalam,O,2176,0
15879,774,seabad,O,5017,0
15880,774,terakhir,O,3899,0
15881,774,ini,O,452,0
15882,774,.,O,6215,0
15883,775,Ada,O,4228,0
15884,775,satu,O,3575,0
15885,775,hal,O,6127,0
15886,775,yang,O,5214,0
15887,775,paling,O,5006,0
15888,775,diingat,O,3494,0
15889,775,Guruh,B-PER,3297,4
15890,775,mengenai,O,6381,0
15891,775,guru,O,2661,0
15892,775,besar,O,2282,0
15893,775,Fakultas,B-ORG,1126,2
15894,775,Kehutanan,I-ORG,6452,5
15895,775,Universitas,B-ORG,527,2
15896,775,Gadjah,I-ORG,727,5
15897,775,Mada,I-ORG,3323,5
15898,775,itu,O,5216,0
15899,775,.,O,6215,0
15900,776,Selain,O,6540,0
15901,776,itu,O,5216,0
15902,776,",",O,7275,0
15903,776,Bandara,O,892,0
15904,776,Internasional,O,8295,0
15905,776,Sepinggan,O,3350,0
15906,776,akan,O,607,0
15907,776,menjadi,O,445,0
15908,776,bandara,O,7766,0
15909,776,pertama,O,88,0
15910,776,di,O,4961,0
15911,776,Indonesia,B-LOC,1745,6
15912,776,yang,O,5214,0
15913,776,memiliki,O,411,0
15914,776,konsep,O,565,0
15915,776,boutique,O,6397,0
15916,776,mall,O,6804,0
15917,776,",",O,7275,0
15918,776,yaitu,O,5940,0
15919,776,perpaduan,O,694,0
15920,776,antara,O,2069,0
15921,776,mal,O,720,0
15922,776,dan,O,652,0
15923,776,bandara,O,7766,0
15924,776,.,O,6215,0
15925,777,Ia,O,3785,0
15926,777,menegaskan,O,5148,0
15927,777,yang,O,5214,0
15928,777,terjadi,O,888,0
15929,777,saat,O,1205,0
15930,777,ini,O,452,0
15931,777,bukan,O,3022,0
15932,777,kelangkaan,O,962,0
15933,777,BBM,O,5883,0
15934,777,",",O,7275,0
15935,777,yang,O,5214,0
15936,777,terjadi,O,888,0
15937,777,adalah,O,2039,0
15938,777,penyaluran,O,3171,0
15939,777,BBM,O,5883,0
15940,777,sesuai,O,4721,0
15941,777,dengan,O,3381,0
15942,777,kuota,O,5941,0
15943,777,yang,O,5214,0
15944,777,telah,O,5612,0
15945,777,dipangkas,O,2005,0
15946,777,.,O,6215,0
15947,778,Kota,O,1248,0
15948,778,Balikpapan,O,1868,0
15949,778,secara,O,3129,0
15950,778,signifikan,O,3026,0
15951,778,berada,O,4544,0
15952,778,diatas,O,6359,0
15953,778,rata-rata,O,6838,0
15954,778,nasional,O,2755,0
15955,778,untuk,O,1163,0
15956,778,aspek,O,4479,0
15957,778,tata,O,934,0
15958,778,kota,O,41,0
15959,778,dan,O,652,0
15960,778,pengelolaan,O,2171,0
15961,778,lingkungan,O,3256,0
15962,778,dibandingkan,O,1071,0
15963,778,dengan,O,3381,0
15964,778,kota,O,41,0
15965,778,lain,O,2367,0
15966,778,",",O,7275,0
15967,778,ujar,O,5990,0
15968,778,Ketua,O,6353,0
15969,778,Umum,O,5425,0
15970,778,Ikatan,B-ORG,2589,2
15971,778,Ahli,I-ORG,124,5
15972,778,Perencanaan,I-ORG,5470,5
15973,778,Indonesia,I-ORG,1745,5
15974,778,",",O,7275,0
15975,778,Bernardus,B-PER,3949,4
15976,778,Djonoputro,I-PER,8166,3
15977,778,di,O,4961,0
15978,778,Jakarta,B-LOC,1547,6
15979,778,",",O,7275,0
15980,778,Senin,O,198,0
15981,778,(11/8),O,5381,0
15982,778,.,O,6215,0
15983,779,Upacara,O,4986,0
15984,779,proklamasi,O,1142,0
15985,779,kemerdekaan,O,3681,0
15986,779,berlangsung,O,3596,0
15987,779,sederhana,O,1374,0
15988,779,",",O,7275,0
15989,779,tanpa,O,3588,0
15990,779,protokol,O,3095,0
15991,779,.,O,6215,0
15992,780,Ia,O,3785,0
15993,780,mengatakan,O,3220,0
15994,780,pertemuan,O,8235,0
15995,780,kemarin,O,4822,0
15996,780,membantah,O,6196,0
15997,780,adanya,O,1846,0
15998,780,ketegangan,O,3080,0
15999,780,antara,O,2069,0
16000,780,Surya,B-PER,6841,4
16001,780,Paloh,I-PER,5678,3
16002,780,dan,O,652,0
16003,780,Ical,B-PER,6868,4
16004,780,yang,O,5214,0
16005,780,selama,O,6582,0
16006,780,ini,O,452,0
16007,780,berkembang,O,7931,0
16008,780,.,O,6215,0
16009,781,Keajaiban,O,4866,0
16010,781,Perkembangbiakan,O,8080,0
16011,781,Katak,O,2105,0
16012,781,.,O,6215,0
16013,782,Program,O,4297,0
16014,782,ketiga,O,3305,0
16015,782,",",O,7275,0
16016,782,diberikan,O,948,0
16017,782,bantuan,O,5052,0
16018,782,dana,O,1311,0
16019,782,kepada,O,6901,0
16020,782,peneliti,O,7268,0
16021,782,yang,O,5214,0
16022,782,menekuni,O,5984,0
16023,782,rempah-rempah,O,8117,0
16024,782,.,O,6215,0
16025,783,Beberapa,O,2639,0
16026,783,",",O,7275,0
16027,783,menurutnya,O,8228,0
16028,783,",",O,7275,0
16029,783,menganggap,O,2427,0
16030,783,berinvestasi,O,3352,0
16031,783,di,O,4961,0
16032,783,pasar,O,4231,0
16033,783,saham,O,4717,0
16034,783,ibaratkan,O,8225,0
16035,783,berjudi,O,3571,0
16036,783,.,O,6215,0
16037,784,Dalam,O,1015,0
16038,784,undangan,O,2963,0
16039,784,yang,O,5214,0
16040,784,dikirim,O,5772,0
16041,784,panitia,O,2456,0
16042,784,Ramon,O,4471,0
16043,784,Magsaysay,O,6499,0
16044,784,Award,O,5307,0
16045,784,lewat,O,8125,0
16046,784,surat,O,2930,0
16047,784,elektronik,O,3340,0
16048,784,",",O,7275,0
16049,784,Jumat,O,4131,0
16050,784,(22/8),O,7875,0
16051,784,",",O,7275,0
16052,784,disebutkan,O,6479,0
16053,784,bahwa,O,7740,0
16054,784,penghargaan,O,4800,0
16055,784,akan,O,607,0
16056,784,digelar,O,218,0
16057,784,pada,O,2365,0
16058,784,31,O,6192,0
16059,784,Agustus,O,2740,0
16060,784,mendatang,O,453,0
16061,784,di,O,4961,0
16062,784,main,B-LOC,7657,6
16063,784,theater,I-LOC,3110,1
16064,784,cultural,I-LOC,6222,1
16065,784,center,I-LOC,6866,1
16066,784,of,I-LOC,2853,1
16067,784,the,I-LOC,1280,1
16068,784,Philippines,I-LOC,2988,1
16069,784,.,O,6215,0
16070,785,Rachlan,B-PER,7117,4
16071,785,juga,O,6288,0
16072,785,menegaskan,O,5148,0
16073,785,",",O,7275,0
16074,785,kalaupun,O,3452,0
16075,785,ada,O,7538,0
16076,785,komunikasi,O,7849,0
16077,785,antara,O,2069,0
16078,785,Ketua,O,6353,0
16079,785,Harian,O,1864,0
16080,785,Partai,B-ORG,7746,2
16081,785,Demokrat,I-ORG,2123,5
16082,785,Syarif,B-PER,801,4
16083,785,Hasan,I-PER,2086,3
16084,785,dengan,O,3381,0
16085,785,calon,O,8327,0
16086,785,presiden,O,3000,0
16087,785,terpilih,O,2455,0
16088,785,Joko,B-PER,7033,4
16089,785,Widodo,I-PER,1296,3
16090,785,",",O,7275,0
16091,785,hal,O,6127,0
16092,785,itu,O,5216,0
16093,785,adalah,O,2039,0
16094,785,komunikasi,O,7849,0
16095,785,pribadi,O,2218,0
16096,785,dan,O,652,0
16097,785,berada,O,4544,0
16098,785,di,O,4961,0
16099,785,luar,O,4025,0
16100,785,dari,O,2006,0
16101,785,garis,O,5075,0
16102,785,kebijakan,O,6083,0
16103,785,partai,O,4326,0
16104,785,.,O,6215,0
16105,786,Rahmad,B-PER,151,4
16106,786,Dwi,I-PER,4932,3
16107,786,Ardhiansyah,I-PER,7680,3
16108,786,yang,O,5214,0
16109,786,merupakan,O,2485,0
16110,786,ketua,O,4349,0
16111,786,tim,O,6417,0
16112,786,ini,O,452,0
16113,786,mengatakan,O,3220,0
16114,786,bahwa,O,7740,0
16115,786,ini,O,452,0
16116,786,adalah,O,2039,0
16117,786,suatu,O,732,0
16118,786,inovasi,O,1118,0
16119,786,baru,O,7187,0
16120,786,untuk,O,1163,0
16121,786,memanfaatkan,O,6195,0
16122,786,limbah,O,3554,0
16123,786,darah,O,6817,0
16124,786,sapi,O,152,0
16125,786,yang,O,5214,0
16126,786,belum,O,138,0
16127,786,pernah,O,376,0
16128,786,dimanfaatkan,O,4533,0
16129,786,sebagai,O,1754,0
16130,786,produk,O,8541,0
16131,786,.,O,6215,0
16132,787,Sekjen,O,6242,0
16133,787,PPP,B-ORG,7446,2
16134,787,Irgan,B-PER,4183,4
16135,787,Chairul,I-PER,7286,3
16136,787,Mahfidz,I-PER,5914,3
16137,787,mengatakan,O,3220,0
16138,787,",",O,7275,0
16139,787,kedua,O,3099,0
16140,787,menteri,O,4056,0
16141,787,asal,O,701,0
16142,787,partainya,O,5845,0
16143,787,berkinerja,O,7959,0
16144,787,baik,O,3811,0
16145,787,.,O,6215,0
16146,788,Tiga,O,2237,0
16147,788,TPS,O,3875,0
16148,788,juga,O,6288,0
16149,788,dibuka,O,3822,0
16150,788,di,O,4961,0
16151,788,luar,O,4025,0
16152,788,Abkhazia,B-LOC,4993,6
16153,788,",",O,7275,0
16154,788,di,O,4961,0
16155,788,kota,O,41,0
16156,788,Rusia,B-LOC,2603,6
16157,788,Moskow,B-LOC,8249,6
16158,788,dan,O,652,0
16159,788,Cherkessk,B-LOC,8251,6
16160,788,serta,O,7032,0
16161,788,di,O,4961,0
16162,788,kota,O,41,0
16163,788,Istanbul,B-LOC,163,6
16164,788,",",O,7275,0
16165,788,Turki,B-LOC,3746,6
16166,788,.,O,6215,0
16167,789,Dencis,O,3324,0
16168,789,besar,O,2282,0
16169,789,menjadi,O,445,0
16170,789,Rp,O,1340,0
16171,789,13,O,8429,0
16172,789,ribu/kg,O,172,0
16173,789,sebelumnya,O,2911,0
16174,789,Rp,O,1340,0
16175,789,15,O,315,0
16176,789,ribu,O,3462,0
16177,789,",",O,7275,0
16178,789,sementara,O,8226,0
16179,789,untuk,O,1163,0
16180,789,dencis,O,7600,0
16181,789,kecil,O,8132,0
16182,789,Rp,O,1340,0
16183,789,18,O,3860,0
16184,789,ribu/kg,O,172,0
16185,789,dari,O,2006,0
16186,789,Rp,O,1340,0
16187,789,22,O,4983,0
16188,789,ribu,O,3462,0
16189,789,.,O,6215,0
16190,789,Udang,O,6508,0
16191,789,kapur,O,6394,0
16192,789,Rp,O,1340,0
16193,789,25,O,4040,0
16194,789,ribu/kg,O,172,0
16195,789,dari,O,2006,0
16196,789,Rp,O,1340,0
16197,789,30,O,6658,0
16198,789,ribu,O,3462,0
16199,789,.,O,6215,0
16200,790,Segera,O,4562,0
16201,790,setelah,O,5957,0
16202,790,tiba,O,7385,0
16203,790,kembali,O,1591,0
16204,790,siang,O,2106,0
16205,790,ini,O,452,0
16206,790,dari,O,2006,0
16207,790,kunjungannya,O,2399,0
16208,790,ke,O,5973,0
16209,790,Yogya,B-LOC,7671,6
16210,790,untuk,O,1163,0
16211,790,menghadiri,O,5679,0
16212,790,pernikahan,O,4196,0
16213,790,putri,O,5808,0
16214,790,Sultan,B-PER,1687,4
16215,790,Hamengkubuwono,I-PER,4346,3
16216,790,X,I-PER,5742,3
16217,790,",",O,7275,0
16218,790,Presiden,O,6498,0
16219,790,SBY,B-PER,2158,4
16220,790,akan,O,607,0
16221,790,melanjutkan,O,7171,0
16222,790,perampungan,O,3357,0
16223,790,formasi,O,399,0
16224,790,baru,O,7187,0
16225,790,kabinetnya,O,5555,0
16226,790,",",O,7275,0
16227,790,kata,O,5420,0
16228,790,Staf,O,6008,0
16229,790,Khusus,O,1938,0
16230,790,Presiden,O,6498,0
16231,790,bidang,O,5698,0
16232,790,Komunikasi,O,1540,0
16233,790,Politik,O,8509,0
16234,790,Daniel,B-PER,2131,4
16235,790,Sparingga,I-PER,2275,3
16236,790,",",O,7275,0
16237,790,siang,O,2106,0
16238,790,ini,O,452,0
16239,790,.,O,6215,0
16240,791,Pertumbuhan,O,833,0
16241,791,investasi,O,4764,0
16242,791,infrastruktur,O,2125,0
16243,791,Indonesia,O,1745,0
16244,791,masih,O,8017,0
16245,791,rendah,O,8386,0
16246,791,dibandingkan,O,1071,0
16247,791,India,O,1017,0
16248,791,yang,O,5214,0
16249,791,telah,O,5612,0
16250,791,mencapai,O,4284,0
16251,791,tujuh,O,4980,0
16252,791,persen,O,8062,0
16253,791,dari,O,2006,0
16254,791,PDB,O,7599,0
16255,791,sejak,O,6158,0
16256,791,2009,O,3633,0
16257,791,",",O,7275,0
16258,791,sedangkan,O,5368,0
16259,791,investasi,O,4764,0
16260,791,di,O,4961,0
16261,791,Tiongkok,B-LOC,4496,6
16262,791,sudah,O,1432,0
16263,791,sebesar,O,7920,0
16264,791,9-11,O,8,0
16265,791,persen,O,8062,0
16266,791,pada,O,2365,0
16267,791,2005,O,2651,0
16268,791,.,O,6215,0
16269,792,Coast,B-ORG,8358,2
16270,792,Savings,I-ORG,1909,5
